english_title,new_hymnal_numbers,old_hymnal_numbers,recommended_manual_query,youtube_search,google_search,hymns_for_worship_search,hymncds_search,notes
I'm Pressing on the Upward Way,94,94,"""I'm Pressing on the Upward Way"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22I%27m+Pressing+on+the+Upward+Way%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22I%27m+Pressing+on+the+Upward+Way%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=I%27m+Pressing+on+the+Upward+Way,https://www.hymncds.com/search?type=product&q=I%27m+Pressing+on+the+Upward+Way,Use accompaniment/instrumental only. Verify license before download or app redistribution.
I've Found a Friend,110,82,"""I've Found a Friend"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22I%27ve+Found+a+Friend%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22I%27ve+Found+a+Friend%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=I%27ve+Found+a+Friend,https://www.hymncds.com/search?type=product&q=I%27ve+Found+a+Friend,Use accompaniment/instrumental only. Verify license before download or app redistribution.
I've Found a Jewel,,164,"""I've Found a Jewel"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22I%27ve+Found+a+Jewel%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22I%27ve+Found+a+Jewel%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=I%27ve+Found+a+Jewel,https://www.hymncds.com/search?type=product&q=I%27ve+Found+a+Jewel,Use accompaniment/instrumental only. Verify license before download or app redistribution.
If I Gained the World,90,89,"""If I Gained the World"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22If+I+Gained+the+World%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22If+I+Gained+the+World%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=If+I+Gained+the+World,https://www.hymncds.com/search?type=product&q=If+I+Gained+the+World,Use accompaniment/instrumental only. Verify license before download or app redistribution.
If Jesus is my Brother,,123,"""If Jesus is my Brother"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22If+Jesus+is+my+Brother%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22If+Jesus+is+my+Brother%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=If+Jesus+is+my+Brother,https://www.hymncds.com/search?type=product&q=If+Jesus+is+my+Brother,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In a Little While We're Going Home,,235,"""In a Little While We're Going Home"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+a+Little+While+We%27re+Going+Home%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+a+Little+While+We%27re+Going+Home%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+a+Little+While+We%27re+Going+Home,https://www.hymncds.com/search?type=product&q=In+a+Little+While+We%27re+Going+Home,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In a Little While We've Going Home,251,,"""In a Little While We've Going Home"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+a+Little+While+We%27ve+Going+Home%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+a+Little+While+We%27ve+Going+Home%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+a+Little+While+We%27ve+Going+Home,https://www.hymncds.com/search?type=product&q=In+a+Little+While+We%27ve+Going+Home,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In Eden Our Trouble Will End,321,,"""In Eden Our Trouble Will End"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+Eden+Our+Trouble+Will+End%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+Eden+Our+Trouble+Will+End%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+Eden+Our+Trouble+Will+End,https://www.hymncds.com/search?type=product&q=In+Eden+Our+Trouble+Will+End,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In Eden Our Troubles Will End,,64,"""In Eden Our Troubles Will End"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+Eden+Our+Troubles+Will+End%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+Eden+Our+Troubles+Will+End%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+Eden+Our+Troubles+Will+End,https://www.hymncds.com/search?type=product&q=In+Eden+Our+Troubles+Will+End,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In My Heart There Rings a Melody,136,136,"""In My Heart There Rings a Melody"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+My+Heart+There+Rings+a+Melody%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+My+Heart+There+Rings+a+Melody%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+My+Heart+There+Rings+a+Melody,https://www.hymncds.com/search?type=product&q=In+My+Heart+There+Rings+a+Melody,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In the Heart of Jesus,255,237,"""In the Heart of Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+the+Heart+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+the+Heart+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+the+Heart+of+Jesus,https://www.hymncds.com/search?type=product&q=In+the+Heart+of+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
In the Hour of Trial,69,70,"""In the Hour of Trial"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22In+the+Hour+of+Trial%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22In+the+Hour+of+Trial%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=In+the+Hour+of+Trial,https://www.hymncds.com/search?type=product&q=In+the+Hour+of+Trial,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Into My Heart,83,256,"""Into My Heart"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Into+My+Heart%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Into+My+Heart%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Into+My+Heart,https://www.hymncds.com/search?type=product&q=Into+My+Heart,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Is My Name Written There?,208,209,"""Is My Name Written There?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Is+My+Name+Written+There%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Is+My+Name+Written+There%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Is+My+Name+Written+There%3F,https://www.hymncds.com/search?type=product&q=Is+My+Name+Written+There%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Is Your all on the Altar?,144,138,"""Is Your all on the Altar?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Is+Your+all+on+the+Altar%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Is+Your+all+on+the+Altar%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Is+Your+all+on+the+Altar%3F,https://www.hymncds.com/search?type=product&q=Is+Your+all+on+the+Altar%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
It Came Upon the Midnight Clear,,291,"""It Came Upon the Midnight Clear"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22It+Came+Upon+the+Midnight+Clear%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22It+Came+Upon+the+Midnight+Clear%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=It+Came+Upon+the+Midnight+Clear,https://www.hymncds.com/search?type=product&q=It+Came+Upon+the+Midnight+Clear,Use accompaniment/instrumental only. Verify license before download or app redistribution.
It Come Upon the Midnight Clear,291,,"""It Come Upon the Midnight Clear"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22It+Come+Upon+the+Midnight+Clear%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22It+Come+Upon+the+Midnight+Clear%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=It+Come+Upon+the+Midnight+Clear,https://www.hymncds.com/search?type=product&q=It+Come+Upon+the+Midnight+Clear,Use accompaniment/instrumental only. Verify license before download or app redistribution.
It is Morning in My Heart,257,238,"""It is Morning in My Heart"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22It+is+Morning+in+My+Heart%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22It+is+Morning+in+My+Heart%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=It+is+Morning+in+My+Heart,https://www.hymncds.com/search?type=product&q=It+is+Morning+in+My+Heart,Use accompaniment/instrumental only. Verify license before download or app redistribution.
It May be at Morn,212,212,"""It May be at Morn"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22It+May+be+at+Morn%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22It+May+be+at+Morn%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=It+May+be+at+Morn,https://www.hymncds.com/search?type=product&q=It+May+be+at+Morn,Use accompaniment/instrumental only. Verify license before download or app redistribution.
It Paves to Serve Jesus,,95,"""It Paves to Serve Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22It+Paves+to+Serve+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22It+Paves+to+Serve+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=It+Paves+to+Serve+Jesus,https://www.hymncds.com/search?type=product&q=It+Paves+to+Serve+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
It Pays to Serve Jesus,95,,"""It Pays to Serve Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22It+Pays+to+Serve+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22It+Pays+to+Serve+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=It+Pays+to+Serve+Jesus,https://www.hymncds.com/search?type=product&q=It+Pays+to+Serve+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Bids us Come,,158,"""Jesus Bids us Come"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Bids+us+Come%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Bids+us+Come%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Bids+us+Come,https://www.hymncds.com/search?type=product&q=Jesus+Bids+us+Come,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Bis us Come,172,,"""Jesus Bis us Come"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Bis+us+Come%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Bis+us+Come%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Bis+us+Come,https://www.hymncds.com/search?type=product&q=Jesus+Bis+us+Come,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Bought Us by His Blood,185,,"""Jesus Bought Us by His Blood"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Bought+Us+by+His+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Bought+Us+by+His+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Bought+Us+by+His+Blood,https://www.hymncds.com/search?type=product&q=Jesus+Bought+Us+by+His+Blood,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Brought Us by His Blood,,174,"""Jesus Brought Us by His Blood"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Brought+Us+by+His+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Brought+Us+by+His+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Brought+Us+by+His+Blood,https://www.hymncds.com/search?type=product&q=Jesus+Brought+Us+by+His+Blood,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Christ is my friend,262,,"""Jesus Christ is my friend"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Christ+is+my+friend%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Christ+is+my+friend%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Christ+is+my+friend,https://www.hymncds.com/search?type=product&q=Jesus+Christ+is+my+friend,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Christ is Risen Today,316,188,"""Jesus Christ is Risen Today"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Christ+is+Risen+Today%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Christ+is+Risen+Today%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Christ+is+Risen+Today,https://www.hymncds.com/search?type=product&q=Jesus+Christ+is+Risen+Today,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus Comes to Us,46,46,"""Jesus Comes to Us"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+Comes+to+Us%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+Comes+to+Us%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+Comes+to+Us,https://www.hymncds.com/search?type=product&q=Jesus+Comes+to+Us,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus is All the World to Me,108,,"""Jesus is All the World to Me"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+is+All+the+World+to+Me%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+is+All+the+World+to+Me%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+is+All+the+World+to+Me,https://www.hymncds.com/search?type=product&q=Jesus+is+All+the+World+to+Me,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus is All World to Me,,80,"""Jesus is All World to Me"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+is+All+World+to+Me%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+is+All+World+to+Me%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+is+All+World+to+Me,https://www.hymncds.com/search?type=product&q=Jesus+is+All+World+to+Me,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Jesus is Coming soon,219,,"""Jesus is Coming soon"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Jesus+is+Coming+soon%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Jesus+is+Coming+soon%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Jesus+is+Coming+soon,https://www.hymncds.com/search?type=product&q=Jesus+is+Coming+soon,Use accompaniment/instrumental only. Verify license before download or app redistribution.
